k,Standard,MMR,Ensemble,Ensemble+Rerank
1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
3,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684
5,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.21052631578947367
10,0.21052631578947367,0.42105263157894735,0.3684210526315789,0.42105263157894735
20,0.631578947368421,0.631578947368421,0.631578947368421,0.7368421052631579
