k,Standard,MMR,Ensemble,Ensemble+Rerank
1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
3,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
5,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.18181818181818182
10,0.4090909090909091,0.4090909090909091,0.3181818181818182,0.36363636363636365
20,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.6363636363636364
